signature	po_id	po_label	pato_id	pato_label	label	definition	parent	pair_status	pair_source	assertions	accepted_assertions	taxa	pages	example_1	example_2	decision	reason
EQ|PO_0025073|PATO_0000574	PO_0025073	branch	PATO_0000574	decreased length	branch decreased length	A flora phenotype in which a(n) branch exhibits the quality decreased length.	FLOPO_0000100	novel		1	0	1	289	Abrus bottae Deflers (p289): short twigs		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025083|PATO_0000587	PO_0025083	strobilus	PATO_0000587	decreased size	strobilus decreased size	A flora phenotype in which a(n) strobilus exhibits the quality decreased size.	FLOPO_0005201	novel		1	0	1	284	Ephedra ciliata Fisch. & C.A.Mey. (p284): the small cones		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025169|PATO_0000587	PO_0025169	prickle	PATO_0000587	decreased size	prickle decreased size	A flora phenotype in which a(n) prickle exhibits the quality decreased size.	FLOPO_0001626	novel		1	0	1	54	Senegalia asak (Forssk.) Kyal. & Boatwr. (p54): small, strong prickles		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025172|PATO_0000574	PO_0025172	thorn	PATO_0000574	decreased length	thorn decreased length	A flora phenotype in which a(n) thorn exhibits the quality decreased length.	FLOPO_0001761	novel		1	0	1	53	Prosopis koelziana Burkart (p53): short thorns		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025172|PATO_0000586	PO_0025172	thorn	PATO_0000586	increased size	thorn increased size	A flora phenotype in which a(n) thorn exhibits the quality increased size.	FLOPO_0001761	novel		1	0	1	64	Vachellia seyal var. fistula (p64): large thorns on the branches		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025174|PATO_0000574	PO_0025174	spine stipule	PATO_0000574	decreased length	spine stipule decreased length	A flora phenotype in which a(n) spine stipule exhibits the quality decreased length.	PHENO|PO_0025174	novel		1	0	1	61	Vachellia johnwoodii (Boulos) Ragup., Seigler, Ebinger & Maslin (p61): small and short		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025174|PATO_0000586	PO_0025174	spine stipule	PATO_0000586	increased size	spine stipule increased size	A flora phenotype in which a(n) spine stipule exhibits the quality increased size.	PHENO|PO_0025174	novel		1	0	1	60	Vachellia gerrardii var. najdensis (Chaudhary) Ragup., Seigler, Ebinger & Maslin (p60): large		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025599|PATO_0000383	PO_0025599	pistillate flower	PATO_0000383	female	pistillate flower female	A flora phenotype in which a(n) pistillate flower exhibits the quality female.	PHENO|PO_0025599	allowed	curator_review_2026-09-18	1	1	1	117	Atriplex halimus L. (p117): female flowers		exclude	blocked quality branch: PATO:0000383 is under phenotypic sex, which ontology/flopo.owl excludes with a general class axiom (the EQ class would be unsatisfiable)
EQ|PO_0025599|PATO_0000587	PO_0025599	pistillate flower	PATO_0000587	decreased size	pistillate flower decreased size	A flora phenotype in which a(n) pistillate flower exhibits the quality decreased size.	PHENO|PO_0025599	novel		1	0	1	129	Suaeda monoica Forssk. ex J.F.Gmel. (p129): the female flowers are much smaller		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025600|PATO_0000384	PO_0025600	staminate flower	PATO_0000384	male	staminate flower male	A flora phenotype in which a(n) staminate flower exhibits the quality male.	PHENO|PO_0025600	allowed	curator_review_2026-09-18	1	1	1	117	Atriplex halimus L. (p117): male flowers		exclude	blocked quality branch: PATO:0000384 is under phenotypic sex, which ontology/flopo.owl excludes with a general class axiom (the EQ class would be unsatisfiable)
EQ|PO_0025600|PATO_0000701	PO_0025600	staminate flower	PATO_0000701	smooth	staminate flower smooth	A flora phenotype in which a(n) staminate flower exhibits the quality smooth.	PHENO|PO_0025600	novel		1	0	1	74	Ficus salicifolia Vahl (p74): smooth		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: mis-grounded: Ficus salicifolia ""surrounded by a three-parted envelope, ovate, obtuse, fleshy, smooth"" describes the envelope, not the staminate flower)"
EQ|PO_0025600|PATO_0001891	PO_0025600	staminate flower	PATO_0001891	ovate	staminate flower ovate	A flora phenotype in which a(n) staminate flower exhibits the quality ovate.	PHENO|PO_0025600	novel		1	0	1	74	Ficus salicifolia Vahl (p74): ovate		exclude	pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: mis-grounded: Ficus salicifolia envelope (not staminate flower) is ovate)
EQ|PO_0025600|PATO_0001935	PO_0025600	staminate flower	PATO_0001935	obtuse	staminate flower obtuse	A flora phenotype in which a(n) staminate flower exhibits the quality obtuse.	PHENO|PO_0025600	novel		1	0	1	74	Ficus salicifolia Vahl (p74): obtuse		exclude	pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: mis-grounded: Ficus salicifolia envelope (not staminate flower) is obtuse)
EQ|PO_0025600|PATO_0002351	PO_0025600	staminate flower	PATO_0002351	fleshy	staminate flower fleshy	A flora phenotype in which a(n) staminate flower exhibits the quality fleshy.	PHENO|PO_0025600	novel		1	0	1	74	Ficus salicifolia Vahl (p74): fleshy		exclude	pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: mis-grounded: Ficus salicifolia envelope (not staminate flower) is fleshy)
EQ|PO_0030100|PATO_0000455	PO_0030100	legume fruit	PATO_0000455	pubescent	legume fruit pubescent	A flora phenotype in which a(n) legume fruit exhibits the quality pubescent.	PHENO|PO_0030100	novel		1	0	1	60	Vachellia gerrardii var. najdensis (Chaudhary) Ragup., Seigler, Ebinger & Maslin (p60): with dense down		exclude	pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: PATO homonym trap: PATO:0000455 pubescent = puberty; indumentum sense uses PATO:0000454 hairy / FLOPO pubescent)
EQ|PO_0030100|PATO_0000573	PO_0030100	legume fruit	PATO_0000573	increased length	legume fruit increased length	A flora phenotype in which a(n) legume fruit exhibits the quality increased length.	PHENO|PO_0030100	novel		1	0	1	62	Vachellia nilotica subsp. indica (Benth.) Kyal. & Boatwr. (p62): long pods		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0030100|PATO_0000574	PO_0030100	legume fruit	PATO_0000574	decreased length	legume fruit decreased length	A flora phenotype in which a(n) legume fruit exhibits the quality decreased length.	PHENO|PO_0030100	novel		1	0	1	290	Indigofera amorphoides Jaub. & Spach (p290): fruits are short pods		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0030100|PATO_0000592	PO_0030100	legume fruit	PATO_0000592	decreased thickness	legume fruit decreased thickness	A flora phenotype in which a(n) legume fruit exhibits the quality decreased thickness.	PHENO|PO_0030100	novel		1	0	1	191	Senna italica Mill. (p191): thin pods		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0030100|PATO_0000599	PO_0030100	legume fruit	PATO_0000599	decreased width	legume fruit decreased width	A flora phenotype in which a(n) legume fruit exhibits the quality decreased width.	PHENO|PO_0030100	novel		1	0	1	192	Sesbania leptocarpa DC. (p192): narrow pods		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0030100|PATO_0001485	PO_0030100	legume fruit	PATO_0001485	condensed	legume fruit condensed	A flora phenotype in which a(n) legume fruit exhibits the quality condensed.	PHENO|PO_0030100	novel		1	0	1	53	Prosopis koelziana Burkart (p53): compressed between the seeds		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: mis-grounded: ""compressed between the seeds"" (constricted/compressed) is not PATO condensed)"
EQ|PO_0030102|PATO_0000574	PO_0030102	nut fruit	PATO_0000574	decreased length	nut fruit decreased length	A flora phenotype in which a(n) nut fruit exhibits the quality decreased length.	FLOPO_0980908	novel		1	0	1	274	Alkanna orientalis (L.) Boiss. (p274): with a short beak		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0030102|PATO_0000587	PO_0030102	nut fruit	PATO_0000587	decreased size	nut fruit decreased size	A flora phenotype in which a(n) nut fruit exhibits the quality decreased size.	FLOPO_0980908	novel		1	0	1	283	Cyperus alternifolius L. (p283): small nut		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0030102|PATO_0002215	PO_0030102	nut fruit	PATO_0002215	falciform	nut fruit falciform	A flora phenotype in which a(n) nut fruit exhibits the quality falciform.	FLOPO_0980908	allowed	curator_review_2026-09-18	1	1	1	274	Alkanna orientalis (L.) Boiss. (p274): hooked beak		exclude	mis-grounded: Alkanna orientalis 'hooked beak' describes the nutlet beak, not a falciform nut fruit
EQ|PO_0030105|PATO_0000327	PO_0030105	follicle fruit	PATO_0000327	low brightness	follicle fruit low brightness	A flora phenotype in which a(n) follicle fruit exhibits the quality low brightness.	PHENO|PO_0030105	allowed	curator_review_2026-09-18	1	1	1	139	Gomphocarpus sinaicus Boiss. (p139): dark spines		exclude	mis-grounded: Gomphocarpus sinaicus 'dark spines' describes the fruit spines, not a dark follicle
EQ|PO_0030106|PATO_0000599	PO_0030106	silique fruit	PATO_0000599	decreased width	silique fruit decreased width	A flora phenotype in which a(n) silique fruit exhibits the quality decreased width.	FLOPO_0980911	novel		1	0	1	276	Matthiola arabica Boiss. (p276): narrow in shape		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0030113|PATO_0000591	PO_0030113	flower pedicel	PATO_0000591	increased thickness	flower pedicel increased thickness	A flora phenotype in which a(n) flower pedicel exhibits the quality increased thickness.	PHENO|PO_0030113	novel		1	0	1	91	Rhizophora mucronata Poir. (p91): with short thick stalks		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0030115|PATO_0000587	PO_0030115	raceme inflorescence	PATO_0000587	decreased size	raceme inflorescence decreased size	A flora phenotype in which a(n) raceme inflorescence exhibits the quality decreased size.	FLOPO_0980958	novel		1	0	1	197	Taverniera spartea DC. (p197): small racemes		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0030121|PATO_0001874	PO_0030121	capitulum inflorescence	PATO_0001874	discoid	capitulum inflorescence discoid	A flora phenotype in which a(n) capitulum inflorescence exhibits the quality discoid.	FLOPO_0980970	novel		1	0	1	152	Anvillea garcinii (Burm.f.) DC. (p152): inflorescences discoid		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: botanical homonym trap: ""discoid head"" = capitulum lacking ray florets, not PATO discoid (disc shape))"
EQ|PO_0030123|PATO_0000573	PO_0030123	panicle inflorescence	PATO_0000573	increased length	panicle inflorescence increased length	A flora phenotype in which a(n) panicle inflorescence exhibits the quality increased length.	FLOPO_0980972	novel		1	0	1	311	Calamagrostis arenaria (L.) Roth (p311): flowering stalk long		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0030123|PATO_0000599	PO_0030123	panicle inflorescence	PATO_0000599	decreased width	panicle inflorescence decreased width	A flora phenotype in which a(n) panicle inflorescence exhibits the quality decreased width.	FLOPO_0980972	novel		1	0	1	311	Calamagrostis arenaria (L.) Roth (p311): narrow		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0030129|PATO_0000574	PO_0030129	umbel inflorescence	PATO_0000574	decreased length	umbel inflorescence decreased length	A flora phenotype in which a(n) umbel inflorescence exhibits the quality decreased length.	PHENO|PO_0030129	novel		1	0	1	134	Deverra triradiata Hochst. ex Boiss. (p134): short		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
